LeftIndex	RightIndex	ReadLength	AvgEEPerPosition
26	215	189	0.00025058467074926476
26	216	190	0.000251456953538297
26	217	191	0.00025217835306973364
26	218	192	0.0002526387252793964
26	219	193	0.00025316675530951224
26	220	194	0.00025380153823129694
26	221	195	0.00025446226068049103
26	222	196	0.0002551521413976466
26	223	197	0.0002562806962850903
26	224	198	0.0002571687596458404
26	225	199	0.00025803860582143516
26	226	200	0.0002592666392201334
26	227	201	0.00026035589663960646
26	228	202	0.0002612771986199759
26	229	203	0.0002622198175752037
26	230	204	0.0002630144927540632
26	231	205	0.0002643641863300879
26	232	206	0.0002664344159506745
26	233	207	0.00026917113538471073
27	201	174	0.00023882511559768658
27	202	175	0.0002400669748745772
27	203	176	0.0002408972736067076
27	204	177	0.00024164423739818952
27	205	178	0.00024226945760146226
27	206	179	0.000243022636566017
27	207	180	0.00024352507327314487
27	208	181	0.00024416420769957347
27	209	182	0.00024506343807363516
27	210	183	0.000246017137447799
27	211	184	0.00024686244366642026
27	212	185	0.0002476920681017766
27	213	186	0.00024872201992884893
27	214	187	0.00024967814337142777
27	215	188	0.00025053172926734044
27	216	189	0.0002514089074228857
27	217	190	0.00025213435666825314
27	218	191	0.0002525973695512727
27	219	192	0.00025312836513221264
27	220	193	0.00025376663599751593
27	221	194	0.00025443094414095215
27	222	195	0.0002551245233055779
27	223	196	0.00025625897703475387
27	224	197	0.000257151658581347
27	225	198	0.0002580259842884574
27	226	199	0.0002592602521340485
27	227	200	0.00026035498777604934
27	228	201	0.00026128087787007017
27	229	202	0.00026222814504166004
27	230	203	0.0002630266938545707
27	231	204	0.00026438294376625977
27	232	205	0.00026646318056823375
27	233	206	0.0002692130454140004
28	201	173	0.00023907336954332025
28	202	174	0.00024032093919567788
28	203	175	0.0002411545312672999
28	204	176	0.00024190427747998003
28	205	177	0.00024253156084778094
28	206	178	0.0002432874986646853
28	207	179	0.00024379126260426265
28	208	180	0.0002444324689478874
28	209	181	0.00024533518533921843
28	210	182	0.00024629263170298984
28	211	183	0.0002471410516481873
28	212	184	0.0002479736707381826
28	213	185	0.0002490076676960153
28	214	186	0.00024996739584652654
28	215	187	0.00025082399956821895
28	216	188	0.0002517042889357571
28	217	189	0.00025243201367177267
28	218	190	0.00025289589684889484
28	219	191	0.0002534281095412658
28	220	192	0.00025406814356519536
28	221	193	0.0002547343315043609
28	222	194	0.00025542992196693113
28	223	195	0.00025656862726055745
28	224	196	0.0002574642834567464
28	225	197	0.0002583414604371142
28	226	198	0.00025958036864481105
28	227	199	0.00026067899684526034
28	228	200	0.00026160789634440524
28	229	201	0.00026255824933040927
28	230	202	0.0002633591171756178
28	231	203	0.00026472041056804893
28	232	204	0.00026680919036021984
28	233	205	0.0002695707813282001
29	201	172	0.00023943999580424116
29	202	173	0.0002406926576149308
29	203	174	0.00024152890413283077
29	204	175	0.00024228079533606604
29	205	176	0.0002429095035079108
29	206	177	0.00024366757689067267
29	207	178	0.00024417203569380953
29	208	179	0.00024481469697181456
29	209	180	0.00024572030496518673
29	210	181	0.00024668091335513386
29	211	182	0.0002475318615327107
29	212	183	0.00024836689488065946
29	213	184	0.00024940437429944517
29	214	185	0.0002503671458096703
29	215	186	0.0002512262057343657
29	216	187	0.0002521090516965637
29	217	188	0.0002528384943154261
29	218	189	0.00025330268120965656
29	219	190	0.0002538355540511413
29	220	191	0.00025447680582121776
29	221	192	0.000255144335039983
29	222	193	0.0002558414052275633
29	223	194	0.00025698385908836996
29	224	195	0.0002578819789992686
29	225	196	0.0002587615002726866
29	226	197	0.0002600045651726277
29	227	198	0.0002611065995936459
29	228	199	0.00026203801817194027
29	229	200	0.0002629909723137367
29	230	201	0.00026379367172542226
29	231	202	0.00026515955293390596
29	232	203	0.00026725645901881737
29	233	204	0.00027002939470400047
30	201	171	0.00023963688893474086
30	202	172	0.0002408956889354316
30	203	173	0.00024173559565678475
30	204	174	0.00024249062019151014
30	205	175	0.00024312172198230576
30	206	176	0.00024388289681341062
30	207	177	0.0002443889891695441
30	208	178	0.00024503404206441585
30	209	179	0.000245943483928742
30	210	180	0.00024690818914883576
30	211	181	0.0002477625830301909
30	212	182	0.0002486009367729225
30	213	183	0.0002496428065607056
30	214	184	0.0002506095146972838
30	215	185	0.0002514719080870445
30	216	186	0.00025235817955251944
30	217	187	0.00025309019069952576
30	218	188	0.00025355550786242717
30	219	189	0.0002540898624297781
30	220	190	0.00025473315074401996
30	221	191	0.00025540283276014633
30	222	192	0.0002561021871793277
30	223	193	0.00025724920928836775
30	224	194	0.0002581505908988071
30	225	195	0.00025903324504080913
30	226	196	0.00026028126565570854
30	227	197	0.000261387489589102
30	228	198	0.00026232219366528953
30	229	199	0.0002632785085038118
30	230	200	0.0002640837837316054
30	231	201	0.0002654550170256727
30	232	202	0.0002675608411402531
30	233	203	0.0002703459371878192
31	201	170	0.00023993462478734076
31	202	171	0.00024119904504620748
31	203	172	0.0002420420712478547
31	204	173	0.00024279968855104052
31	205	174	0.00024343264110868247
31	206	175	0.00024419638882952865
31	207	176	0.0002447035755057758
31	208	177	0.00024535049544335174
31	209	178	0.0002462632687036633
31	210	179	0.0002472315768312719
31	211	180	0.00024808892074706555
31	212	181	0.00024893010330761953
31	213	182	0.0002499758890473426
31	214	183	0.0002509460596191665
31	215	184	0.00025181131088103517
31	216	185	0.000252700538393383
31	217	186	0.00025343464444526107
31	218	187	0.0002539006079365965
31	219	188	0.0002544359691767835
31	220	189	0.00025508082988027006
31	221	190	0.0002557522066483957
31	222	191	0.0002564533934263778
31	223	192	0.0002576045604096991
31	224	193	0.0002585087711936571
31	225	194	0.0002593941288090981
31	226	195	0.0002606466988437237
31	227	196	0.0002617567023217364
31	228	197	0.0002626942769123582
31	229	198	0.0002636535424154838
31	230	199	0.00026446097965994133
31	231	200	0.0002658371831408373
31	232	201	0.00026795158266835014
31	233	202	0.0002707485319561116
32	201	169	0.00024044180203523286
32	202	170	0.00024171067666475238
32	203	171	0.00024255564084641772
32	204	172	0.0002433146770316072
32	205	173	0.00024394831146252704
32	206	174	0.00024471348491536744
32	207	175	0.00024522061496641697
32	208	176	0.0002458682728612482
32	209	177	0.00024678327773648863
32	210	178	0.00024775410439833767
32	211	179	0.00024861331879652635
32	212	180	0.00024945626127103086
32	213	181	0.00025050491788244635
32	214	182	0.0002514775123099664
32	215	183	0.0002523445876077426
32	216	184	0.0002532357496352298
32	217	185	0.00025397093079418913
32	218	186	0.000254436516205645
32	219	187	0.000254971874520544
32	220	188	0.0002556173147738163
32	221	189	0.00025628940525556406
32	222	190	0.00025699145512918204
32	223	191	0.00025814583208779395
32	224	192	0.00025905193317959506
32	225	193	0.0002599390638293858
32	226	194	0.00026119528146717805
32	227	195	0.0002623081640264962
32	228	196	0.0002632477085808214
32	229	197	0.0002642090341541737
32	230	198	0.00026501774385068053
32	231	199	0.0002663980651169542
32	232	200	0.000268520232232224
32	233	201	0.00027132826758826355
33	201	168	0.0002408850521452601
33	202	169	0.00024215881212696593
33	203	170	0.0002430061105952163
33	204	171	0.00024376695126248992
33	205	172	0.0002444016401131774
33	206	173	0.00024516861613712877
33	207	174	0.0002456760450320248
33	208	175	0.00024632480137159443
33	209	176	0.0002472424112261809
33	210	177	0.0002482161288099065
33	211	178	0.00024907757461251436
33	212	179	0.00024992263265494354
33	213	180	0.0002509745241842896
33	214	181	0.00025194989755173054
33	215	182	0.0002528191414761881
33	216	183	0.0002537125800509925
33	217	184	0.00025444916529007787
33	218	185	0.00025491468232810436
33	219	186	0.00025545034812790894
33	220	187	0.00025609668125094545
33	221	188	0.0002567697968603774
33	222	189	0.0002574730195290684
33	223	190	0.00025863093760641046
33	224	191	0.0002595392428635162
33	225	192	0.0002604284559141708
33	226	193	0.00026168864674135686
33	227	194	0.0002628047226887428
33	228	195	0.00026374653896559143
33	229	196	0.00026471022420827324
33	230	197	0.00026552049491819333
33	231	198	0.00026690524835718796
33	232	199	0.0002690355309693173
33	233	200	0.00027185503000845155
34	201	167	0.00024127579902730038
34	202	168	0.00024255481503936138
34	203	169	0.0002434047838955162
34	204	170	0.0002441677549590661
34	205	171	0.0002448038115591929
34	206	172	0.0002455729085399927
34	207	173	0.0002460809335995825
34	208	174	0.0002467310914780718
34	209	175	0.00024765162315979025
34	210	176	0.00024862854816198247
34	211	177	0.00024949253083719227
34	212	178	0.00025034000518196834
34	213	179	0.00025139544151021
34	214	180	0.0002523738951889928
34	215	181	0.00025324559903768895
34	216	182	0.00025414160344223676
34	217	183	0.00025487986934715737
34	218	184	0.0002553455755861673
34	219	185	0.0002558818077240353
34	220	186	0.00025652929608108746
34	221	187	0.0002572036977909434
34	222	188	0.00025790835302207126
34	223	189	0.00025907009429827223
34	224	190	0.00025998086875835295
34	225	191	0.00026087242519725793
34	226	192	0.0002621368671783195
34	227	193	0.00026325640351695115
34	228	194	0.00026420074626518455
34	229	195	0.0002651670442152668
34	230	196	0.00026597911824509976
34	231	197	0.0002673685728521761
34	232	198	0.000269507274444695
34	233	199	0.00027233857125048133
35	201	166	0.00024171166548781053
35	202	167	0.00024299573029958142
35	203	168	0.0002438481339985692
35	204	169	0.0002446129963104061
35	205	170	0.00024525017535317276
35	206	171	0.00024602115966255046
35	207	172	0.00024652953224503
35	208	173	0.0002471808552057912
35	209	174	0.0002481040924504637
35	210	175	0.000249084014342436
35	211	176	0.00024995031813409326
35	212	177	0.00025079999410060875
35	213	178	0.00025185877563901676
35	214	179	0.0002528401070806485
35	215	180	0.0002537140636624394
35	216	181	0.0002546124301652181
35	217	182	0.0002553521655161933
35	218	183	0.0002558178357446566
35	219	184	0.0002563544155563256
35	220	185	0.0002570028492135117
35	221	186	0.00025767833075442906
35	222	187	0.0002583842160511593
35	223	188	0.00025954960561590875
35	224	189	0.00026046266189155793
35	225	190	0.00026135637497944026
35	226	191	0.00026262490330709285
35	227	192	0.0002637477287093175
35	228	193	0.00026469441869877297
35	229	194	0.0002656631528628578
35	230	195	0.0002664768472279843
35	231	196	0.0002678708514555922
35	232	197	0.00027001785976379184
35	233	198	0.0002728608773346625
36	201	165	0.00024209773349565184
36	202	166	0.00024338720792672352
36	203	167	0.00024424237166206965
36	204	168	0.0002450094400730038
36	205	169	0.00024564804358488386
36	206	170	0.00024642122269471844
36	207	171	0.0002469302286663811
36	208	172	0.00024758300875818537
36	209	173	0.0002485092580473219
36	210	174	0.0002494924831363925
36	211	175	0.0002503614031280367
36	212	176	0.00025121357108871453
36	213	177	0.00025227599785057056
36	214	178	0.00025326049844518026
36	215	179	0.00025413698891086647
36	216	180	0.0002550379967539471
36	217	181	0.00025577946784394027
36	218	182	0.0002562453488850449
36	219	183	0.0002567825246894531
36	220	184	0.0002574321557625308
36	221	185	0.0002581089679790801
36	222	186	0.0002588163331041548
36	223	187	0.0002599856439122826
36	224	188	0.0002609012375176088
36	225	189	0.0002617973587402098
36	226	190	0.0002630702425655828
36	227	191	0.00026419661501568043
36	228	192	0.00026514589773265205
36	229	193	0.00026611731197513167
36	230	194	0.00026693285961475747
36	231	195	0.0002683316740569337
36	232	196	0.00027048728535343367
36	233	197	0.00027334235161456433
37	201	164	0.00024247561543774303
37	202	165	0.00024377061467177822
37	203	166	0.0002446286203167044
37	204	167	0.0002453979690854607
37	205	168	0.00024603806113602784
37	206	169	0.00024681350747402035
37	207	170	0.00024732320004093215
37	208	171	0.00024797749948196016
37	209	172	0.00024890684039066273
37	210	173	0.0002498934506979168
37	211	174	0.0002507650600713432
37	212	175	0.00025161979095212033
37	213	176	0.000252685946162263
37	214	177	0.0002536736928149683
37	215	178	0.0002545527860677101
37	216	179	0.0002554565045850156
37	217	180	0.00025619976991533605
37	218	181	0.00025666590277395287
37	219	182	0.0002572037193581166
37	220	183	0.0002578545987175572
37	221	184	0.00025853279337574516
37	222	185	0.0002592416911480005
37	223	186	0.00026041500170217286
37	224	187	0.00026133319549902543
37	225	188	0.000262231785675037
37	226	189	0.00026350910578025417
37	227	190	0.00026463909670001193
37	228	191	0.0002655910328255314
37	229	192	0.0002665651881052485
37	230	193	0.0002673826407786023
37	231	194	0.0002687863471448937
37	232	195	0.00027095068120143743
37	233	196	0.0002738179498626351
38	201	163	0.0002428425800720303
38	202	164	0.00024414323805362493
38	203	165	0.00024500418540923647
38	204	166	0.0002457759063688134
38	205	167	0.00024641756820840575
38	206	168	0.0002471953713277412
38	207	169	0.0002477058202775713
38	208	170	0.00024836171783156627
38	209	171	0.0002492942465914917
38	210	172	0.0002502843406435505
38	211	173	0.0002511587287419931
38	212	174	0.000252016109405587
38	213	175	0.0002530860922543393
38	214	176	0.0002540771775465936
38	215	177	0.000254958957853127
38	216	178	0.00025586547157679143
38	217	179	0.0002566106044955954
38	218	180	0.00025707704456686976
38	219	181	0.0002576155610117586
38	220	182	0.00025826775376518705
38	221	183	0.0002589473967272579
38	222	184	0.0002596578939257129
38	223	185	0.0002608352969543526
38	224	186	0.0002617561676251013
38	225	187	0.0002626573012131446
38	226	188	0.00026393915219371876
38	227	189	0.00026507284652356266
38	228	190	0.00026602750994540833
38	229	191	0.00026700448029402514
38	230	192	0.00026782390255323613
38	231	193	0.00026923259567906976
38	232	194	0.00027140578584655353
38	233	195	0.0002742854245796285
39	201	162	0.0002430731669715002
39	202	163	0.0002443803898063594
39	203	164	0.00024524514079369577
39	204	165	0.000246020078514334
39	205	166	0.00024666413487015574
39	206	167	0.00024744511904612344
39	207	168	0.0002479571197889979
39	208	169	0.00024861541141425064
39	209	170	0.00024955193332227746
39	210	171	0.0002505463104580864
39	211	172	0.00025142425912794706
39	212	173	0.00025228506089141175
39	213	174	0.0002533596473686866
39	214	175	0.00025435483283338606
39	215	176	0.00025524004566844077
39	216	177	0.00025615009287181334
39	217	178	0.00025689781293457113
39	218	179	0.0002573652542998807
39	219	180	0.0002579051613376133
39	220	181	0.0002585593573641223
39	221	182	0.000259241132410606
39	222	183	0.0002599539069943894
39	223	184	0.00026113610018585503
39	224	185	0.0002620603225724915
39	225	186	0.00026296466572311896
39	226	187	0.0002642517278612899
39	227	188	0.00026538978984359275
39	228	189	0.00026634782744587126
39	229	190	0.00026732825386210994
39	230	191	0.0002681502711406462
39	231	192	0.0002695646013734508
39	232	193	0.0002717473313568574
39	233	194	0.0002746400530446889
40	201	161	0.00024325501617956612
40	202	162	0.000244569185765208
40	203	163	0.0002454380837159093
40	204	164	0.00024621657018531845
40	205	165	0.00024686333905438163
40	206	166	0.00024764782792909473
40	207	167	0.00024816168071903447
40	208	168	0.000248822673122235
40	209	169	0.00024976351017937446
40	210	170	0.00025076249202270526
40	211	171	0.0002516443106756375
40	212	172	0.00025250883773105437
40	213	173	0.0002535883421831132
40	214	174	0.0002545879327664924
40	215	175	0.0002554768719609868
40	216	176	0.0002563907442831709
40	217	177	0.00025714132914056936
40	218	178	0.0002576100285123919
40	219	179	0.0002581515843368576
40	220	180	0.0002588080457690736
40	221	181	0.00025949221355943316
40	222	182	0.00026020752492033174
40	223	183	0.00026139479229357615
40	224	184	0.0002623226316925981
40	225	185	0.0002632304452974446
40	226	186	0.00026452299820208777
40	227	187	0.0002656656954338104
40	228	188	0.00026662736139785524
40	229	189	0.0002676114962398307
40	230	190	0.0002684363491757397
40	231	191	0.00026985658648811346
40	232	192	0.0002720491641010448
40	233	193	0.00027495531008392106
41	201	160	0.00024358924264250223
41	202	161	0.0002449094988313907
41	203	162	0.0002457816596517496
41	204	163	0.00024656281428394136
41	205	164	0.00024721141562111695
41	206	165	0.00024799854941890873
41	207	166	0.0002485133849275239
41	208	167	0.00024917622935584247
41	209	168	0.0002501205621321696
41	210	169	0.0002511233423772196
41	211	170	0.00025200822554955426
41	212	171	0.0002528756801615881
41	213	172	0.000253959327997493
41	214	173	0.0002549625521344502
41	215	174	0.00025585444719001665
41	216	175	0.0002567713840670188
41	217	176	0.00025752407088506244
41	218	177	0.00025799325589319756
41	219	178	0.0002585357012033018
41	220	179	0.00025919368411353894
41	221	180	0.0002598795104008201
41	222	181	0.0002605966339966331
41	223	182	0.00026178828685502557
41	224	183	0.00026271904617119265
41	225	184	0.0002636296391191166
41	226	185	0.0002649270209917759
41	227	186	0.0002660736895914665
41	228	187	0.00026703831636731016
41	229	188	0.0002680255000383948
41	230	189	0.00026885252677926326
41	231	190	0.00027027804861642045
41	232	191	0.00027247989908529217
41	233	192	0.0002753989378337863
42	201	159	0.0002441098981968242
42	202	160	0.00024543515188967874
42	203	161	0.00024630946493216227
42	204	162	0.00024709218344924155
42	205	163	0.0002477415162721342
42	206	164	0.00024853021734521117
42	207	165	0.0002490449508391737
42	208	166	0.00024970858610193
42	209	167	0.0002506553858005939
42	210	168	0.0002516609515014571
42	211	169	0.00025254788954981607
42	212	170	0.0002534172723419191
42	213	171	0.0002545040900939385
42	214	172	0.0002555099797078755
42	215	173	0.00025640386590495716
42	216	174	0.0002573229149553045
42	217	175	0.0002580767512358039
42	218	176	0.0002585454618385833
42	219	177	0.00025908785200385546
42	220	178	0.00025974642947650654
42	221	179	0.0002604329992326386
42	222	180	0.0002611510319104738
42	223	181	0.00026234620551441625
42	224	182	0.0002632790134056206
42	225	183	0.00026419152234105
42	226	184	0.00026549290148898495
42	227	185	0.0002666427094838241
42	228	186	0.00026760946317839617
42	229	187	0.0002685988716455236
42	230	188	0.00026942724761582686
42	231	189	0.00027085727104557975
42	232	190	0.0002730676616620289
42	233	191	0.0002759989060449302
43	201	158	0.00024458020068269214
43	202	159	0.0002459108314271629
43	203	160	0.0002467876359290527
43	204	161	0.0002475722460456362
43	205	162	0.0002482226237464702
43	206	163	0.0002490132118968401
43	207	164	0.0002495281389209388
43	208	165	0.00025019286780297384
43	209	166	0.00025114245375463547
43	210	167	0.00025215112423242577
43	211	168	0.0002530404239791025
43	212	169	0.0002539120366431749
43	213	170	0.0002550023370625517
43	214	171	0.00025601119534692917
43	215	172	0.00025690736451237147
43	216	173	0.0002578288155884005
43	217	174	0.0002585840767864137
43	218	175	0.0002590525667323484
43	219	176	0.00025959515738211775
43	220	177	0.00026025458949936986
43	221	178	0.0002609421615573742
43	222	179	0.0002616613611086904
43	223	180	0.0002628603394037758
43	224	181	0.0002637954604110124
43	225	182	0.0002647101455108926
43	226	183	0.0002660158020138991
43	227	184	0.00026716901711455304
43	228	185	0.0002681381515986594
43	229	186	0.0002691300370552861
43	230	187	0.00026996000238687566
43	231	188	0.00027139479852226
43	232	189	0.0002736140402664328
43	233	190	0.0002765578365744841
44	201	157	0.0002449302420886986
44	202	158	0.0002462670790948053
44	203	159	0.00024714715753904883
44	204	160	0.0002479344244587985
44	205	161	0.0002485865922173199
44	206	162	0.00024937981382250167
44	207	163	0.00024989565081652944
44	208	164	0.0002505621919972623
44	209	165	0.0002515152946868474
44	210	166	0.00025252779546310506
44	211	167	0.00025342016484161407
44	212	168	0.0002542947053140291
44	213	169	0.0002553891929035155
44	214	170	0.0002564017100257954
44	215	171	0.00025730083623501886
44	216	172	0.00025822535695845124
44	217	173	0.0002589826916814816
44	218	174	0.0002594515832081684
44	219	175	0.0002599949942817889
44	220	176	0.00026065590137186814
44	221	177	0.0002613450907190562
44	222	178	0.0002620660670703142
44	223	179	0.00026326948264100545
44	224	180	0.00026420752574696433
44	225	181	0.0002651249877516176
44	226	182	0.0002664355388384828
44	227	183	0.00026759276201714804
44	228	184	0.000268564860575067
44	229	185	0.00026955980103969486
44	230	186	0.0002703919179914305
44	231	187	0.0002718320771243059
44	232	188	0.0002740607973958305
44	233	189	0.00027701780555138786
45	201	156	0.00024507991694797495
45	202	157	0.0002464243154964181
45	203	158	0.0002473089688902985
45	204	159	0.00024810016949286897
45	205	160	0.0002487553773934182
45	206	161	0.0002495524774857371
45	207	162	0.00025007043283365864
45	208	163	0.00025073999094177556
45	209	164	0.0002516978210932209
45	210	165	0.0002527153520171748
45	211	166	0.000253611967256072
45	212	167	0.00025449059598033107
45	213	168	0.0002555904323610269
45	214	169	0.00025660774994286167
45	215	170	0.0002575109531302743
45	216	171	0.00025843965165387145
45	217	172	0.00025920014358636465
45	218	173	0.00025967048852126997
45	219	174	0.0002602157645705256
45	220	175	0.0002608791867280411
45	221	176	0.0002615710232569963
45	222	177	0.00026229479646595666
45	223	178	0.0002635036878016763
45	224	179	0.00026444566296319544
45	225	180	0.00026536689899445105
45	226	181	0.0002666833541688523
45	227	182	0.0002678455740939368
45	228	183	0.000268821603179075
45	229	184	0.0002698205555885976
45	230	185	0.000270655760985754
45	231	186	0.00027210224439894415
45	232	187	0.00027434143821590664
45	233	188	0.0002773126823679293
46	201	155	0.00024533903648413436
46	202	156	0.0002466903919493229
46	203	157	0.00024757898532371913
46	204	158	0.00024837348456027155
46	205	159	0.0002490310943025387
46	206	160	0.0002498314530397526
46	207	161	0.00025035089273422014
46	208	162	0.0002510228526831244
46	209	163	0.0002519848237450611
46	210	164	0.00025300680910969863
46	211	165	0.0002539070919737254
46	212	166	0.00025478923578236163
46	213	167	0.00025589386974736087
46	214	168	0.00025691543661607357
46	215	169	0.0002578221635698424
46	216	170	0.0002587544943762868
46	217	171	0.00025951759244451143
46	218	172	0.0002599888263100956
46	219	173	0.0002605354141412034
46	220	174	0.000261200812003241
46	221	175	0.00026189476402507474
46	222	176	0.00026262081014563106
46	223	177	0.0002638346894907069
46	224	178	0.00026478009708746475
46	225	179	0.0002657046113416644
46	226	180	0.00026702650397621673
46	227	181	0.00026819324915057036
46	228	182	0.0002691727307303707
46	229	183	0.00027017522316644094
46	230	184	0.00027101304018218057
46	231	185	0.0002724654111857316
46	232	186	0.000274714691169523
46	233	187	0.00027769982832260664
47	201	154	0.00024566581015793
47	202	155	0.00024702377582822433
47	203	156	0.00024791592823784805
47	204	157	0.0002487133418458809
47	205	158	0.00024937296267964584
47	206	159	0.0002501762050040302
47	207	160	0.00025069673649681147
47	208	161	0.00025137072201209036
47	209	162	0.00025233648382546513
47	210	163	0.00025336258161515933
47	211	164	0.00025426618466429927
47	212	165	0.0002551514984797116
47	213	166	0.000256260604560781
47	214	167	0.00025728609257952544
47	215	168	0.0002581960104320462
47	216	169	0.0002591316458772139
47	217	170	0.00025989701421936384
47	218	171	0.00026036878499775926
47	219	172	0.0002609163416029569
47	220	173	0.00026158338380256836
47	221	174	0.00026227912536591077
47	222	175	0.0002630071239709226
47	223	176	0.00026422570539281543
47	224	177	0.0002651742451460402
47	225	178	0.0002661017389856085
47	226	179	0.0002674287979050246
47	227	180	0.0002685997900307424
47	228	181	0.0002695824370287727
47	229	182	0.00027058818653153343
47	230	183	0.0002714283251519214
47	231	184	0.0002728863324926127
47	232	185	0.0002751454954962793
47	233	186	0.0002781443656215475
48	201	153	0.0002460357346263682
48	202	154	0.0002474001161486226
48	203	155	0.00024829559637817687
48	204	156	0.0002490956878417719
48	205	157	0.0002497570747573067
48	206	158	0.0002505629698047716
48	207	159	0.0002510843425975028
48	208	160	0.0002517601179841229
48	209	161	0.0002527294597095557
48	210	162	0.000253759465659161
48	211	163	0.00025466617741385397
48	212	164	0.00025555445050405817
48	213	165	0.00025666783630668344
48	214	166	0.0002576970487608064
48	215	167	0.00025860995440776574
48	216	168	0.0002595486951592992
48	217	169	0.00026031612456097614
48	218	170	0.00026078820510664675
48	219	171	0.00026133651104808014
48	220	172	0.00026200498855440374
48	221	173	0.000262702314723593
48	222	174	0.0002634320651058883
48	223	175	0.000264655181615135
48	224	176	0.0002656066705929672
48	225	177	0.00026653696142910413
48	226	178	0.0002678690306658007
48	227	179	0.0002690441052460712
48	228	180	0.00027002974297622766
48	229	181	0.0002710385778024983
48	230	182	0.00027188085789183917
48	231	183	0.0002733443596292561
48	232	184	0.0002756133114148086
48	233	185	0.0002786258629141673
49	201	152	0.00024628699242959734
49	202	153	0.00024765864927027675
49	203	154	0.00024855826552001213
49	204	155	0.0002493618242243927
49	205	156	0.0002500257447971898
49	206	157	0.00025083506165998965
49	207	158	0.00025135801218017346
49	208	159	0.000252036316534114
49	209	160	0.0002530099904043933
49	210	161	0.0002540446514798046
49	211	162	0.0002549551998143374
49	212	163	0.00025584714928914107
49	213	164	0.0002569655392808977
49	214	165	0.00025799918512580804
49	215	166	0.00025891577010579117
49	216	167	0.00025985830082770494
49	217	168	0.00026062845537065134
49	218	169	0.000261101481181032
49	219	170	0.00026165116965109504
49	220	171	0.0002623217162738123
49	221	172	0.00026302125522468633
49	222	173	0.00026375338023057243
49	223	174	0.0002649816795063971
49	224	175	0.0002659367398618668
49	225	176	0.00026687044104781757
49	226	177	0.00026820815203376826
49	227	178	0.0002693879229804
49	228	179	0.0002703771462971253
49	229	180	0.0002713896557428703
49	230	181	0.0002722346496562386
49	231	182	0.00027370424870119955
49	232	183	0.00027598363252343846
49	233	184	0.0002790105439705729
