LeftIndex	RightIndex	ReadLength	AvgEEPerPosition
15	214	199	0.0002473555446972472
15	215	200	0.000248169528432776
15	216	201	0.00024900608998617207
15	217	202	0.0002497003383725905
15	218	203	0.00025014797127383386
15	219	204	0.0002506597386749021
15	220	205	0.0002512726894234915
15	221	206	0.0002519104065419413
15	222	207	0.00025257595472890287
15	223	208	0.0002536572119380142
15	224	209	0.0002545110876785673
15	225	210	0.000255348026063856
15	226	211	0.00025652479032687605
15	227	212	0.00025757046292219373
15	228	213	0.00025845726308065396
15	229	214	0.00025936460692855385
15	230	215	0.00026013190435708394
15	231	216	0.00026142620885468603
15	232	217	0.0002634050350266503
15	233	218	0.0002660175593558683
16	201	185	0.0002371986330259775
16	202	186	0.00023837579354225475
16	203	187	0.00023916629492293538
16	204	188	0.00023987876071961657
16	205	189	0.00024047693359189766
16	206	190	0.00024119594179539694
16	207	191	0.0002416790062040547
16	208	192	0.00024229113848662066
16	209	193	0.00024314882241041437
16	210	194	0.00024405831519977106
16	211	195	0.0002448659827201523
16	212	196	0.00024565923262569915
16	213	197	0.0002466419934140826
16	214	198	0.00024755550407204734
16	215	199	0.0002483725733571275
16	216	200	0.00024921230249366885
16	217	201	0.00024990897891928593
16	218	202	0.00025035779495099727
16	219	203	0.00025087104975957244
16	220	204	0.0002514859693300438
16	221	205	0.0002521257568739175
16	222	206	0.00025279349048735957
16	223	207	0.00025387892026386535
16	224	208	0.00025473583527083527
16	225	209	0.0002555757027986743
16	226	210	0.0002567569865261144
16	227	211	0.0002578065144598021
16	228	212	0.0002586963841872287
16	229	213	0.00025960686523109717
16	230	214	0.00026037661611348704
16	231	215	0.0002616758024377924
16	232	216	0.0002636626343161865
16	233	217	0.00026628601083452747
17	201	184	0.00023734268278541572
17	202	185	0.0002385254276841624
17	203	186	0.0002393193745876321
17	204	187	0.00024003483175400305
17	205	188	0.00024063535623180485
17	206	189	0.00024135733049648715
17	207	190	0.00024184208793518477
17	208	191	0.00024245657126775825
17	209	192	0.00024331786066625327
17	210	193	0.0002442311900075971
17	211	194	0.0002450421296553627
17	212	195	0.00024583854419152665
17	213	196	0.0002468254042106374
17	214	197	0.00024774262095926915
17	215	198	0.0002485628718221163
17	216	199	0.000249405864429369
17	217	200	0.0002501050564274356
17	218	201	0.0002505551298647369
17	219	202	0.0002510699486331874
17	220	203	0.0002516869175666975
17	221	204	0.00025232885628364584
17	222	205	0.0002529988564053987
17	223	206	0.0002540885583365572
17	224	207	0.0002549486002852386
17	225	208	0.00025579148272900765
17	226	209	0.00025697738609184055
17	227	210	0.0002580308622558519
17	228	211	0.00025892388611565464
17	229	212	0.0002598375887591243
17	230	213	0.00026060987028637034
17	231	214	0.00026191403760203745
17	232	215	0.0002639090024884044
17	233	216	0.0002665433836750144
18	201	183	0.00023762330930664048
18	202	184	0.0002388109570226563
18	203	185	0.00023960765212917992
18	204	186	0.00024032540596020046
18	205	187	0.0002409275879260857
18	206	188	0.0002416518480555042
18	207	189	0.00024213761205441175
18	208	190	0.00024275377411968704
18	209	191	0.00024361801685088662
18	210	192	0.00024453453980242165
18	211	193	0.00024534810944942527
18	212	194	0.00024614705199972375
18	213	195	0.0002471373907481212
18	214	196	0.00024805769540599357
18	215	197	0.0002488805106161307
18	216	198	0.0002497261565254704
18	217	199	0.00025042725254314493
18	218	200	0.00025087796536705413
18	219	201	0.0002513937392761322
18	220	202	0.0002520121595873184
18	221	203	0.0002526556583865146
18	222	204	0.0002533273408514973
18	223	205	0.0002544207560386805
18	224	206	0.0002552833603380733
18	225	207	0.0002561286974793831
18	226	208	0.0002573186810759298
18	227	209	0.0002583755648053953
18	228	210	0.0002592711997190564
18	229	211	0.00026018758667077283
18	230	212	0.000260961860101866
18	231	213	0.00026227049773443537
18	232	214	0.00026427311918507314
18	233	215	0.0002669180597414038
19	201	182	0.00023788635090274916
19	202	183	0.0002390790511112235
19	203	184	0.00023987861904936644
19	204	185	0.00024059878794476989
19	205	186	0.00024120273765249016
19	206	187	0.0002419293994418178
19	207	188	0.00024241627095462212
19	208	189	0.00024303421875092952
19	209	190	0.0002439015341037078
19	210	191	0.0002448213712212047
19	211	192	0.00024563768429648026
19	212	193	0.0002464392660576764
19	213	194	0.0002474332033869525
19	214	195	0.0002483567105679994
19	215	196	0.0002491821982273617
19	216	197	0.0002500306053463364
19	217	198	0.00025073370463268174
19	218	199	0.00025118514238490434
19	219	200	0.0002517019592784386
19	220	201	0.00025232192287474354
19	221	202	0.00025296707382993863
19	222	203	0.0002536405310093132
19	223	204	0.00025473777082899335
19	224	205	0.0002556030365406256
19	225	206	0.0002564509254340653
19	226	207	0.0002576451010868528
19	227	208	0.000258705496661119
19	228	209	0.000259603838287976
19	229	210	0.0002605230049938962
19	230	211	0.00026129935830701773
19	231	212	0.0002626125767859428
19	232	213	0.00026462299421028544
19	233	214	0.0002672786593719017
20	201	181	0.00023801480052220713
20	202	182	0.00023921334826139032
20	203	183	0.00024001655155903042
20	204	184	0.00024073988478261722
20	205	185	0.0002413463363977422
20	206	186	0.00024207613293461867
20	207	187	0.00024256482336731605
20	208	188	0.00024318526794757885
20	209	189	0.000244056373068379
20	210	190	0.0002449802364919434
20	211	191	0.0002457999917023212
20	212	192	0.00024660490301745154
20	213	193	0.00024760313205848664
20	214	194	0.00024853052366484034
20	215	195	0.0002493593532450361
20	216	196	0.0002502111851196297
20	217	197	0.00025091693678929
20	218	198	0.0002513697291152278
20	219	199	0.0002518882155070696
20	220	200	0.000252510347640213
20	221	201	0.0002531577708650087
20	222	202	0.00025383361794608777
20	223	203	0.0002549353117208561
20	224	204	0.00025580385059336953
20	225	205	0.0002566548959494468
20	226	206	0.0002578538784232897
20	227	207	0.0002589183880953232
20	228	208	0.0002598200251557987
20	229	209	0.00026074255540161414
20	230	210	0.0002615215601571423
20	231	211	0.0002628399493309906
20	232	212	0.0002648587773443865
20	233	213	0.00026752580345448877
21	201	180	0.0002382069936885291
21	202	181	0.0002394111013977281
21	203	182	0.00024021763134460613
21	204	183	0.00024094381841211648
21	205	184	0.00024155245762498944
21	206	185	0.00024228508483921523
21	207	186	0.00024277527924249383
21	208	187	0.00024339791627572496
21	209	188	0.0002442725238262733
21	210	189	0.0002452001317612962
21	211	190	0.00024602304412925846
21	212	191	0.0002468310018260023
21	213	192	0.00024783325237866493
21	214	193	0.0002487642567896102
21	215	194	0.0002495961538773081
21	216	195	0.00025045113975827267
21	217	196	0.00025115926794339727
21	218	197	0.0002516131286001566
21	219	198	0.00025213300431981114
21	220	199	0.0002527570326505445
21	221	200	0.00025340645956641245
21	222	201	0.0002540844318135596
21	223	202	0.0002551903378650967
21	224	203	0.0002560618989677987
21	225	204	0.00025691585117182516
21	226	205	0.00025811940938835813
21	227	206	0.0002591877975978041
21	228	207	0.00026009248889769025
21	229	208	0.00026101814446323604
21	230	209	0.0002617995579062949
21	231	210	0.00026312290132502267
21	232	211	0.00026514995623898427
21	233	212	0.0002678281891755748
22	201	179	0.00023844010109890922
22	202	180	0.0002396496032542128
22	203	181	0.0002404592714778333
22	204	182	0.00024118812089113644
22	205	183	0.00024179875101512335
22	206	184	0.00024253402134795832
22	207	185	0.00024302551984796414
22	208	186	0.00024365015901252733
22	209	187	0.00024452809471715983
22	210	188	0.00024545927731731116
22	211	189	0.0002462851725784583
22	212	190	0.00024709600306071556
22	213	191	0.00024810211355745125
22	214	192	0.00024903656663106396
22	215	193	0.0002498713631345456
22	216	194	0.00025072933755480766
22	217	195	0.0002514396705111558
22	218	196	0.0002518944161581651
22	219	197	0.00025241550298523915
22	220	198	0.000253041256213272
22	221	199	0.0002536925183218694
22	222	200	0.0002543724501364749
22	223	201	0.0002554824252811893
22	224	202	0.00025635685506550815
22	225	203	0.0002572135609449352
22	226	204	0.00025842155959501437
22	227	205	0.0002594936855508154
22	228	206	0.000260401283663065
22	229	207	0.0002613299192324764
22	230	208	0.00026211359055377473
22	231	209	0.00026344176321064247
22	232	210	0.00026547695237712
22	233	211	0.00026816632861607285
23	201	178	0.0002388456596593391
23	202	179	0.00024005965311964196
23	203	180	0.00024087154144525243
23	204	181	0.00024160213991626764
23	205	182	0.00024221385032101748
23	206	183	0.0002429508702223057
23	207	184	0.00024344277442679878
23	208	185	0.00024406853458912265
23	209	186	0.0002449489410471317
23	210	187	0.0002458828527182466
23	211	188	0.00024671088797865017
23	212	189	0.00024752375610684427
23	213	190	0.00024853291059016207
23	214	191	0.0002494700006063974
23	215	192	0.00025030688753971305
23	216	193	0.00025116705082015695
23	217	194	0.0002518787890326443
23	218	195	0.0002523336148187589
23	219	196	0.00025285511944260063
23	220	197	0.0002534818175273374
23	221	198	0.0002541341437813617
23	222	199	0.0002548152731153397
23	223	200	0.0002559285840208833
23	224	201	0.0002568051445069167
23	225	202	0.00025766387224989833
23	226	203	0.00025887560334995343
23	227	204	0.00025995075912046457
23	228	205	0.00026086055491340973
23	229	206	0.0002617914689503894
23	230	207	0.0002625766964146993
23	231	208	0.0002639090280465475
23	232	209	0.00026595171924331486
23	233	210	0.0002686516412411856
24	201	177	0.00023907545195785902
24	202	178	0.00024029497463817187
24	203	179	0.00024111008400739734
24	204	180	0.00024184341612235068
24	205	181	0.00024245717312488323
24	206	182	0.00024319690564758586
24	207	183	0.00024369015339732053
24	208	184	0.0002443179699791651
24	209	185	0.0002452017870915956
24	210	186	0.0002461393604058645
24	211	187	0.0002469704519634487
24	212	188	0.00024778626319878856
24	213	189	0.00024879936819740465
24	214	190	0.00024973998785789777
24	215	191	0.0002505798428523748
24	216	192	0.0002514430645076509
24	217	193	0.0002521570603601641
24	218	194	0.00025261279622080753
24	219	195	0.000253135543527838
24	220	196	0.00025376400831665386
24	221	197	0.00025441821343090507
24	222	198	0.00025510134811682463
24	223	199	0.0002562188159867102
24	224	200	0.0002570983081153447
24	225	201	0.0002579598496102395
24	226	202	0.00025917611414464964
24	227	203	0.00026025508590026334
24	228	204	0.00026116784967856706
24	229	205	0.00026210180576077515
24	230	206	0.00026288933851952153
24	231	207	0.0002642265961877322
24	232	208	0.0002662775812453437
24	233	209	0.0002689888623819505
25	201	176	0.0002392740431525905
25	202	177	0.00024049933380739818
25	203	178	0.0002413178743575225
25	204	179	0.00024205414245998888
25	205	180	0.00024267013852177083
25	206	181	0.0002434127813600857
25	207	182	0.00024390755313200298
25	208	183	0.00024453761242885933
25	209	184	0.000245425039186196
25	210	185	0.0002463664736962469
25	211	186	0.0002472008124488161
25	212	187	0.00024801975443682956
25	213	188	0.00024903700631715087
25	214	189	0.00024998134545669556
25	215	190	0.00025082435043746564
25	216	191	0.0002516908114334233
25	217	192	0.00025240723566576334
25	218	193	0.0002528640366070028
25	219	194	0.00025338818343424377
25	220	195	0.00025401857553014894
25	221	196	0.0002546748196132816
25	222	197	0.00025536011941850844
25	223	198	0.0002564819241397486
25	224	199	0.0002573645136752956
25	225	200	0.00025822903184986515
25	226	201	0.00025945000823648814
25	227	202	0.00026053296552509077
25	228	203	0.00026144885681153975
25	229	204	0.0002623860136238911
25	230	205	0.00026317600162603086
25	231	206	0.00026451835926784203
25	232	207	0.00026657784298234966
25	233	208	0.0002693007155583776
26	201	175	0.00023894918733341998
26	202	176	0.00024018328563864798
26	203	177	0.00024100823629452867
26	204	178	0.00024175038027432908
26	205	179	0.00024237151465034254
26	206	180	0.00024311994230371154
26	207	181	0.00024361906551666912
26	208	182	0.00024425417177458144
26	209	183	0.00024514799671449526
26	210	184	0.0002460960533820557
26	211	185	0.000246936363805256
26	212	186	0.0002477611304740844
26	213	187	0.00024878520521987664
26	214	188	0.0002497359068074895
